page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
100,01/10/2025,N/A,118.0,N/A,3,3,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,N/A,132.0,N/A,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,46.79,95.0,492.53,14,12,"Hà Đông, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Đầy đủ.
100,01/10/2025,3.0,200.0,15.0,N/A,N/A,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
100,01/10/2025,N/A,40.0,N/A,5,6,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
100,01/10/2025,15.1,45.0,335.56,4,5,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,17.0,50.0,340.0,5,5,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
100,01/10/2025,3.35,43.0,77.91,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,39.5,256.0,154.3,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
100,01/10/2025,7.5,80.0,93.75,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,5.8,72.0,80.56,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,3.26,43.0,75.81,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,9.5,112.0,84.82,2,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,3.78,55.0,68.73,2,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,4.5,112.5,40.0,5,6,"Mê Linh, Hà Nội",đất nền dự án,Đang chờ sổ,N/A
100,01/10/2025,206.0,375.0,549.33,N/A,N/A,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,5.7,85.0,67.06,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất đẹp.
101,01/10/2025,38.5,110.0,350.0,N/A,N/A,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,N/A,95.0,N/A,3,2,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
101,01/10/2025,5.97,31.0,192.58,3,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
101,01/10/2025,5.5,85.0,64.71,3,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
101,01/10/2025,2.25,133.0,16.92,N/A,N/A,"Sóc Sơn, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,6.6,64.0,103.12,2,1,"Tây Hồ, Hà Nội",căn hộ chung cư,N/A,N/A
101,01/10/2025,N/A,75.0,N/A,5,3,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,N/A
101,01/10/2025,7.2,114.0,63.16,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
101,01/10/2025,N/A,240.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
101,01/10/2025,N/A,105.0,N/A,3,2,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,N/A,142.0,N/A,3,2,"Đống Đa, Hà Nội",căn hộ chung cư,N/A,N/A
101,01/10/2025,30.0,200.0,150.0,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,N/A,119.0,N/A,4,5,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
101,01/10/2025,37.0,240.0,154.17,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,17.5,90.0,194.44,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
101,01/10/2025,8.0,40.0,200.0,N/A,N/A,"Đông Anh, Hà Nội","shophouse, nhà phố thương mại",Hợp đồng mua bán,N/A
101,01/10/2025,17.9,151.0,118.54,4,3,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Đầy đủ: Điều hòa, giường, tủ lạnh..."
101,01/10/2025,28.0,65.0,430.77,5,6,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
101,01/10/2025,N/A,660.0,N/A,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ,N/A
102,01/10/2025,N/A,160.0,N/A,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,7.0,75.0,93.33,N/A,N/A,"Thanh Trì, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
102,01/10/2025,N/A,56.0,N/A,1,N/A,"Tây Hồ, Hà Nội",căn hộ chung cư,N/A,Bàn giao từ điều hoà âm trần tới hệ tủ bếp và tủ liền tường cao cấp.
102,01/10/2025,17.06,379.0,45.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,7.8,146.0,53.42,3,3,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
102,01/10/2025,7.6,87.5,86.86,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,23.9,30.0,796.67,5,5,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,310.0,360.0,861.11,10,10,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,9.45,104.0,90.86,N/A,N/A,"Phúc Thọ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,10.0,75.0,133.33,N/A,N/A,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,4.8,100.0,48.0,N/A,N/A,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,7.3,43.0,169.77,N/A,N/A,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Full nội thất.
102,01/10/2025,5.0,70.0,71.43,2,N/A,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,N/A
102,01/10/2025,10.53,162.0,65.0,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,Hợp đồng mua bán,N/A
102,01/10/2025,N/A,95.0,N/A,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,Hợp đồng mua bán,N/A
102,01/10/2025,7.6,152.0,50.0,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
102,01/10/2025,8.2,96.0,85.42,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất.
102,01/10/2025,47.5,130.0,365.38,N/A,N/A,"Thanh Trì, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
102,01/10/2025,23.5,68.0,345.59,N/A,N/A,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
102,01/10/2025,1.8,50.0,36.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
103,01/10/2025,1.8,50.0,36.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
103,01/10/2025,12.5,55.0,227.27,N/A,N/A,"Hà Đông, Hà Nội",đất,N/A,N/A
103,01/10/2025,5.5,33.0,166.67,3,4,"Gia Lâm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
103,01/10/2025,112.0,135.0,829.63,9,9,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
103,01/10/2025,N/A,296.0,N/A,N/A,N/A,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
103,01/10/2025,5.1,30.0,170.0,2,1,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
103,01/10/2025,22.14,54.0,410.0,7,6,"Hoàng Mai, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
103,01/10/2025,7.8,42.0,185.71,3,N/A,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Nội thất nhập khẩu, mới đẹp"
103,01/10/2025,N/A,146.0,N/A,N/A,N/A,"Hà Đông, Hà Nội",căn hộ chung cư,N/A,N/A
103,01/10/2025,7.2,89.0,80.9,3,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
103,30/09/2025,27.3,173.0,157.8,N/A,N/A,"Thanh Xuân, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
103,30/09/2025,3.2,43.0,74.42,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
103,30/09/2025,9.5,50.0,190.0,N/A,N/A,"Long Biên, Hà Nội",đất,N/A,N/A
103,30/09/2025,1.8,40.0,45.0,N/A,N/A,"Phúc Thọ, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,N/A
103,30/09/2025,12.2,84.0,145.24,1,1,"Gia Lâm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Cơ bản.
103,30/09/2025,3.45,43.0,80.23,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
103,30/09/2025,3.39,46.0,73.7,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ.
103,30/09/2025,2.4,28.0,85.71,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản.
103,30/09/2025,N/A,291.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
103,30/09/2025,8.2,35.0,234.29,3,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,8.2,35.0,234.29,3,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,9.5,46.0,206.52,4,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,41.0,110.0,372.73,N/A,N/A,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
104,30/09/2025,7.8,40.0,195.0,4,N/A,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,10.0,412.5,24.24,N/A,N/A,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
104,30/09/2025,8.6,45.0,191.11,4,N/A,"Thanh Xuân, Hà Nội",nhà riêng,N/A,N/A
104,30/09/2025,N/A,79.3,N/A,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,N/A
104,30/09/2025,4.5,41.8,107.66,1,1,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
104,30/09/2025,55.0,59.0,932.2,9,6,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,N/A,89.0,N/A,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
104,30/09/2025,17.5,142.0,123.24,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,N/A,2.0,N/A,N/A,N/A,"Thanh Oai, Hà Nội","kho, nhà xưởng",N/A,N/A
104,30/09/2025,10.32,86.0,120.0,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
104,30/09/2025,7.6,125.0,60.8,4,3,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ.,"Đầy đủ. Nội thất sang trọng, đến chỉ việc ở ngay, khu văn minh dân trí cao, giao thông thuận tiện, hạ tầng hoàn chỉnh, có tầng hầm để xe máy, ô tô, tầng 1 vườn hoa, sân chơi."
104,30/09/2025,79.5,110.0,722.73,N/A,N/A,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,32.0,130.0,246.15,29,29,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
104,30/09/2025,3.48,87.0,40.0,N/A,N/A,"Ba Vì, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
104,30/09/2025,N/A,210.0,N/A,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,N/A,Đầy đủ
104,30/09/2025,139.0,205.0,678.05,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
104,30/09/2025,6.99,24.0,291.25,3,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,6.99,24.0,291.25,3,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,7.8,63.0,123.81,2,1,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ,N/A
105,30/09/2025,13.0,42.0,309.52,3,5,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,"Đầy đủ hệ thống điện thông minh hàng thương hiệu, cửa cuốn audor chính hiệu điều khiển thông minh từ xa, tủ bếp kịch trần gỗ xịn đời mới nhất phủ acylic."
105,30/09/2025,11.0,85.0,129.41,2,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
105,30/09/2025,N/A,130.0,N/A,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,8.9,94.6,94.08,2,2,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,N/A,250.0,N/A,N/A,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,N/A,45.7,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,N/A
105,30/09/2025,10.0,130.0,76.92,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,10.5,156.0,67.31,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,7.2,67.0,107.46,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,N/A,N/A
105,30/09/2025,6.5,98.0,66.33,3,2,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ
105,30/09/2025,N/A,300.0,N/A,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,33.5,120.0,279.17,N/A,N/A,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,6.0,33.0,181.82,3,3,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
105,30/09/2025,N/A,6.325,N/A,N/A,N/A,"Ba Vì, Hà Nội","trang trại, khu nghỉ dưỡng",Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,8.3,45.0,184.44,8,N/A,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
105,30/09/2025,6.3,32.0,196.88,3,4,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,N/A,105.0,N/A,3,2,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
105,30/09/2025,1.8,50.0,36.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
106,30/09/2025,10.3,187.0,55.08,5,3,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,1.8,50.0,36.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
106,30/09/2025,N/A,72.0,N/A,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
106,30/09/2025,N/A,300.0,N/A,4,4,"Quốc Oai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
106,30/09/2025,16.82,116.0,145.0,N/A,N/A,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
106,30/09/2025,5.05,92.0,54.89,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,50 năm,Đầy đủ
106,30/09/2025,20.5,90.0,227.78,4,3,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,N/A,55.0,N/A,N/A,N/A,"Long Biên, Hà Nội","shophouse, nhà phố thương mại",Hợp đồng mua bán,N/A
106,30/09/2025,N/A,75.0,N/A,6,6,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
106,30/09/2025,42.0,90.0,466.67,N/A,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,16.0,85.0,188.24,6,5,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
106,30/09/2025,13.5,145.0,93.1,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,N/A,154.0,N/A,5,5,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",N/A,Full
106,30/09/2025,8.0,38.0,210.53,N/A,N/A,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
106,30/09/2025,32.0,100.0,320.0,4,5,"Thanh Xuân, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Cơ bản
106,30/09/2025,N/A,64.0,N/A,2,2,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,N/A
106,30/09/2025,19.5,180.0,108.33,3,3,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
106,30/09/2025,6.96,80.0,87.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
106,30/09/2025,6.2,95.0,65.26,3,N/A,"Thanh Trì, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
106,30/09/2025,3.1,30.1,102.99,3,2,"Chương Mỹ, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,N/A,119.0,N/A,N/A,N/A,"Sóc Sơn, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
107,30/09/2025,85.5,275.0,310.91,5,5,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
107,30/09/2025,29.5,144.0,204.86,4,4,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
107,30/09/2025,55.0,220.0,250.0,12,5,"Gia Lâm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,61.9,93.0,665.59,9,9,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,5.0,78.0,64.1,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất hiện đại.
107,30/09/2025,27.26,94.0,290.0,N/A,N/A,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",N/A,"- Sẵn sàng bàn giao: Nhận nhà vào ở ngay, tiết kiệm thời gian và công sức."
107,30/09/2025,43.94,130.0,338.0,6,6,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ,N/A
107,30/09/2025,61.0,267.0,228.46,8,7,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,Cơ bản.
107,30/09/2025,14.0,110.0,127.27,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
107,30/09/2025,35.0,130.0,269.23,4,4,"Hoàn Kiếm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
107,30/09/2025,9.0,1.0,9.0,N/A,N/A,"Thanh Oai, Hà Nội",đất nền dự án,N/A,N/A
107,30/09/2025,5.9,92.0,64.13,3,2,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Nội thất cơ bản chỉ về lắp tủ bếp và điều hòa ở ngay.
107,29/09/2025,16.75,54.0,310.18,6,7,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,N/A,75.0,N/A,5,4,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
107,29/09/2025,47.0,97.0,484.54,7,7,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,N/A,120.0,N/A,3,2,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,N/A,100.0,N/A,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,N/A
107,29/09/2025,7.0,36.0,194.44,3,5,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
107,29/09/2025,N/A,100.0,N/A,N/A,N/A,"Sơn Tây, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
108,29/09/2025,N/A,100.0,N/A,N/A,N/A,"Sơn Tây, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
108,29/09/2025,9.2,57.0,161.39,4,3,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
108,29/09/2025,4.2,40.0,105.0,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
108,29/09/2025,82.0,2.7,30.37,N/A,N/A,"Hoàng Mai, Hà Nội",loại bất động sản khác,Sổ đỏ/ Sổ hồng,N/A
108,29/09/2025,24.6,90.0,273.33,5,6,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất.
108,29/09/2025,23.0,80.0,287.5,8,8,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
108,29/09/2025,2.9,50.0,58.0,N/A,N/A,"Hoàng Mai, Hà Nội",đất,Hợp đồng mua bán,N/A
108,29/09/2025,3.55,61.0,58.2,2,1,"Hà Đông, Hà Nội",căn hộ chung cư,Đang chờ sổ,Cơ bản
108,29/09/2025,28.0,54.0,518.52,8,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ sổ hồng,N/A
108,29/09/2025,15.2,100.0,152.0,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,N/A
108,29/09/2025,6.45,72.9,88.48,2,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
108,29/09/2025,7.5,81.7,91.8,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
108,29/09/2025,N/A,137.0,N/A,3,2,"Đống Đa, Hà Nội",căn hộ chung cư,N/A,"Tivi, tủ lạnh, máy giặt, điều hòa, nóng lạnh, sofa, bếp nướng, lò vi sóng, hệ thống bếp, tủ bếp, tủ âm tường, thiết bị vệ sinh..."
108,29/09/2025,8.2,101.4,80.87,3,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"- Hệ thống bếp và tủ bếp thương hiệu Hafele. - Điều hoà tổng âm trần Mitsubishi. - Full WC thương hiệu Kohler. - Đèn, trần thạch cao, sàn gỗ."
108,29/09/2025,N/A,75.0,N/A,N/A,N/A,"Hoàng Mai, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,N/A
108,29/09/2025,N/A,145.0,N/A,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
108,29/09/2025,23.0,90.0,255.56,4,3,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,"Luxury, full gỗ óc chó"
108,29/09/2025,N/A,266.0,N/A,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",N/A,Cơ bản
108,29/09/2025,6.89,196.9,35.0,N/A,N/A,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
108,29/09/2025,14.3,78.0,183.33,2,2,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
109,29/09/2025,N/A,280.0,N/A,5,5,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
109,29/09/2025,11.0,50.0,220.0,N/A,N/A,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,N/A
109,29/09/2025,10.5,70.0,150.0,N/A,N/A,"Cầu Giấy, Hà Nội",căn hộ chung cư,N/A,N/A
109,29/09/2025,5.6,62.0,90.32,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,N/A,N/A
109,29/09/2025,3.66,85.0,43.0,N/A,N/A,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
109,29/09/2025,20.2,40.0,505.0,4,5,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
109,29/09/2025,N/A,64.5,N/A,N/A,N/A,"Đông Anh, Hà Nội",đất,N/A,N/A
